timestamp,user_id,event_type,product_id,product_name,product_price,amount,session_id
2025-12-25 20:50:22,df2f51d6-70cb-4965-84db-672fe7e67e8e,purchase,PROD005,Headphones,149.99,149.99,SESSIONdf2f51d6-70cb-4965-84db-672fe7e67e8e6485
2025-12-25 20:50:22,f784f523-03b1-4a60-a875-d140245ae94a,product_view,PROD005,Headphones,149.99,0.0,SESSIONf784f523-03b1-4a60-a875-d140245ae94a4958
2025-12-25 20:50:22,f784f523-03b1-4a60-a875-d140245ae94a,product_view,PROD002,Mouse,29.99,0.0,SESSIONf784f523-03b1-4a60-a875-d140245ae94a9968
2025-12-25 20:50:22,6cb9a23c-6b59-4a61-a26c-cc7ef0a9c09e,purchase,PROD003,Keyboard,79.99,79.99,SESSION6cb9a23c-6b59-4a61-a26c-cc7ef0a9c09e7982
2025-12-25 20:50:22,f86fee3c-8141-4e51-8a42-e1e75d7abf9c,product_view,PROD007,USB Cable,12.99,0.0,SESSIONf86fee3c-8141-4e51-8a42-e1e75d7abf9c4435
2025-12-25 20:50:22,e5990560-193a-400f-8278-20be40e0ad97,product_view,PROD002,Mouse,29.99,0.0,SESSIONe5990560-193a-400f-8278-20be40e0ad977491
2025-12-25 20:50:22,e5990560-193a-400f-8278-20be40e0ad97,remove_from_cart,PROD002,Mouse,29.99,0.0,SESSIONe5990560-193a-400f-8278-20be40e0ad979611
2025-12-25 20:50:22,50a1aefa-a914-4bc9-be85-7252d732ad87,product_view,PROD006,Webcam,89.99,0.0,SESSION50a1aefa-a914-4bc9-be85-7252d732ad874951
2025-12-25 20:50:22,6cb9a23c-6b59-4a61-a26c-cc7ef0a9c09e,product_view,PROD007,USB Cable,12.99,0.0,SESSION6cb9a23c-6b59-4a61-a26c-cc7ef0a9c09e7410
2025-12-25 20:50:22,f292f940-5a44-4e39-9cde-f8f2d716f888,purchase,PROD002,Mouse,29.99,29.99,SESSIONf292f940-5a44-4e39-9cde-f8f2d716f8888104
2025-12-25 20:50:22,5fa82d50-47ce-4b04-9ee4-c1955b4709af,purchase,PROD001,Laptop,999.99,999.99,SESSION5fa82d50-47ce-4b04-9ee4-c1955b4709af4778
2025-12-25 20:50:22,76909d63-d385-45ff-91a3-e10742300b57,product_view,PROD009,Tablet,449.99,0.0,SESSION76909d63-d385-45ff-91a3-e10742300b577259
2025-12-25 20:50:22,5b9561eb-671b-424c-bd9f-3580404c4e21,product_view,PROD004,Monitor,299.99,0.0,SESSION5b9561eb-671b-424c-bd9f-3580404c4e211555
2025-12-25 20:50:22,76909d63-d385-45ff-91a3-e10742300b57,add_to_cart,PROD003,Keyboard,79.99,0.0,SESSION76909d63-d385-45ff-91a3-e10742300b577695
2025-12-25 20:50:22,9316384a-8552-4d56-9550-005166714899,add_to_cart,PROD010,Smartwatch,249.99,0.0,SESSION9316384a-8552-4d56-9550-0051667148997473
2025-12-25 20:50:22,f40015c6-72a8-4015-bc14-119560e92326,product_view,PROD010,Smartwatch,249.99,0.0,SESSIONf40015c6-72a8-4015-bc14-119560e923263888
2025-12-25 20:50:22,d05d2065-a999-4625-9677-ec5800a817b5,product_view,PROD002,Mouse,29.99,0.0,SESSIONd05d2065-a999-4625-9677-ec5800a817b57547
2025-12-25 20:50:22,1e33adc2-d02c-4b35-b529-4331b1af0645,add_to_cart,PROD003,Keyboard,79.99,0.0,SESSION1e33adc2-d02c-4b35-b529-4331b1af06453203
2025-12-25 20:50:22,df2f51d6-70cb-4965-84db-672fe7e67e8e,remove_from_cart,PROD008,Phone,699.99,0.0,SESSIONdf2f51d6-70cb-4965-84db-672fe7e67e8e8251
2025-12-25 20:50:22,2185e8d2-a088-4a37-a5f1-d8bdd35a5e97,remove_from_cart,PROD006,Webcam,89.99,0.0,SESSION2185e8d2-a088-4a37-a5f1-d8bdd35a5e978238
2025-12-25 20:50:22,8c34f3b8-6027-4d1f-8abb-35ad03b8c6be,product_view,PROD004,Monitor,299.99,0.0,SESSION8c34f3b8-6027-4d1f-8abb-35ad03b8c6be9175
2025-12-25 20:50:22,6cb9a23c-6b59-4a61-a26c-cc7ef0a9c09e,product_view,PROD001,Laptop,999.99,0.0,SESSION6cb9a23c-6b59-4a61-a26c-cc7ef0a9c09e4204
2025-12-25 20:50:22,142008d2-f351-4d3b-be63-a0d3f7ff6c27,remove_from_cart,PROD008,Phone,699.99,0.0,SESSION142008d2-f351-4d3b-be63-a0d3f7ff6c276229
2025-12-25 20:50:22,460b3b08-f5cf-4682-8a20-9a3e48b2708c,purchase,PROD003,Keyboard,79.99,79.99,SESSION460b3b08-f5cf-4682-8a20-9a3e48b2708c8887
2025-12-25 20:50:22,d05d2065-a999-4625-9677-ec5800a817b5,add_to_cart,PROD003,Keyboard,79.99,0.0,SESSIONd05d2065-a999-4625-9677-ec5800a817b57598
2025-12-25 20:50:22,2185e8d2-a088-4a37-a5f1-d8bdd35a5e97,product_view,PROD001,Laptop,999.99,0.0,SESSION2185e8d2-a088-4a37-a5f1-d8bdd35a5e975545
2025-12-25 20:50:22,55cb3b2e-407d-4fef-97a8-18d23aa13da5,product_view,PROD010,Smartwatch,249.99,0.0,SESSION55cb3b2e-407d-4fef-97a8-18d23aa13da51175
2025-12-25 20:50:22,06cfbffe-89ca-4184-ab41-413c01db7b8a,add_to_cart,PROD008,Phone,699.99,0.0,SESSION06cfbffe-89ca-4184-ab41-413c01db7b8a1405
2025-12-25 20:50:22,a6832f97-9270-4f57-b4b8-fb7d53042de5,product_view,PROD010,Smartwatch,249.99,0.0,SESSIONa6832f97-9270-4f57-b4b8-fb7d53042de51173
2025-12-25 20:50:22,df2f51d6-70cb-4965-84db-672fe7e67e8e,product_view,PROD002,Mouse,29.99,0.0,SESSIONdf2f51d6-70cb-4965-84db-672fe7e67e8e6419
2025-12-25 20:50:22,184561a7-b227-4a39-b9e0-685a7c60e89f,product_view,PROD006,Webcam,89.99,0.0,SESSION184561a7-b227-4a39-b9e0-685a7c60e89f4169
2025-12-25 20:50:22,7fb5ea4e-3448-459d-8817-85cfb1d167d4,add_to_cart,PROD009,Tablet,449.99,0.0,SESSION7fb5ea4e-3448-459d-8817-85cfb1d167d41270
2025-12-25 20:50:22,2d429377-a2a3-4e41-89b2-a14857caad6a,add_to_cart,PROD003,Keyboard,79.99,0.0,SESSION2d429377-a2a3-4e41-89b2-a14857caad6a8481
2025-12-25 20:50:22,3822caa5-fd59-4083-9eda-705eb48ee9f1,add_to_cart,PROD002,Mouse,29.99,0.0,SESSION3822caa5-fd59-4083-9eda-705eb48ee9f15727
2025-12-25 20:50:22,a6832f97-9270-4f57-b4b8-fb7d53042de5,add_to_cart,PROD003,Keyboard,79.99,0.0,SESSIONa6832f97-9270-4f57-b4b8-fb7d53042de56644
2025-12-25 20:50:22,55cb3b2e-407d-4fef-97a8-18d23aa13da5,purchase,PROD010,Smartwatch,249.99,249.99,SESSION55cb3b2e-407d-4fef-97a8-18d23aa13da52688
2025-12-25 20:50:22,df2f51d6-70cb-4965-84db-672fe7e67e8e,product_view,PROD003,Keyboard,79.99,0.0,SESSIONdf2f51d6-70cb-4965-84db-672fe7e67e8e3983
2025-12-25 20:50:22,46de1882-9bf0-445c-a773-6c12eed3686d,add_to_cart,PROD001,Laptop,999.99,0.0,SESSION46de1882-9bf0-445c-a773-6c12eed3686d5720
2025-12-25 20:50:22,460b3b08-f5cf-4682-8a20-9a3e48b2708c,product_view,PROD001,Laptop,999.99,0.0,SESSION460b3b08-f5cf-4682-8a20-9a3e48b2708c4059
2025-12-25 20:50:22,e6be3d12-6021-445f-be96-8741b3cef8de,product_view,PROD009,Tablet,449.99,0.0,SESSIONe6be3d12-6021-445f-be96-8741b3cef8de4261
2025-12-25 20:50:22,50a1aefa-a914-4bc9-be85-7252d732ad87,product_view,PROD009,Tablet,449.99,0.0,SESSION50a1aefa-a914-4bc9-be85-7252d732ad878371
2025-12-25 20:50:22,46de1882-9bf0-445c-a773-6c12eed3686d,product_view,PROD005,Headphones,149.99,0.0,SESSION46de1882-9bf0-445c-a773-6c12eed3686d2416
2025-12-25 20:50:22,7fb5ea4e-3448-459d-8817-85cfb1d167d4,product_view,PROD008,Phone,699.99,0.0,SESSION7fb5ea4e-3448-459d-8817-85cfb1d167d43246
2025-12-25 20:50:22,9316384a-8552-4d56-9550-005166714899,product_view,PROD002,Mouse,29.99,0.0,SESSION9316384a-8552-4d56-9550-0051667148992237
2025-12-25 20:50:22,df2f51d6-70cb-4965-84db-672fe7e67e8e,purchase,PROD003,Keyboard,79.99,79.99,SESSIONdf2f51d6-70cb-4965-84db-672fe7e67e8e1246
2025-12-25 20:50:22,897370b2-a0c8-418d-ba6e-4b33d481b578,add_to_cart,PROD008,Phone,699.99,0.0,SESSION897370b2-a0c8-418d-ba6e-4b33d481b5784575
2025-12-25 20:50:22,a6832f97-9270-4f57-b4b8-fb7d53042de5,remove_from_cart,PROD005,Headphones,149.99,0.0,SESSIONa6832f97-9270-4f57-b4b8-fb7d53042de57360
2025-12-25 20:50:22,e7f449c2-e466-4d4d-8c3d-7b6b948f77f7,product_view,PROD008,Phone,699.99,0.0,SESSIONe7f449c2-e466-4d4d-8c3d-7b6b948f77f74254
2025-12-25 20:50:22,3822caa5-fd59-4083-9eda-705eb48ee9f1,product_view,PROD004,Monitor,299.99,0.0,SESSION3822caa5-fd59-4083-9eda-705eb48ee9f11912
2025-12-25 20:50:22,cf1fe6aa-57fb-4f8a-9d14-831dcc41087b,product_view,PROD005,Headphones,149.99,0.0,SESSIONcf1fe6aa-57fb-4f8a-9d14-831dcc41087b1611
2025-12-25 20:50:22,efb15c1b-26d3-43af-9b43-32bc442b92c9,product_view,PROD007,USB Cable,12.99,0.0,SESSIONefb15c1b-26d3-43af-9b43-32bc442b92c97696
2025-12-25 20:50:22,e7f449c2-e466-4d4d-8c3d-7b6b948f77f7,product_view,PROD006,Webcam,89.99,0.0,SESSIONe7f449c2-e466-4d4d-8c3d-7b6b948f77f73094
2025-12-25 20:50:22,f40015c6-72a8-4015-bc14-119560e92326,product_view,PROD001,Laptop,999.99,0.0,SESSIONf40015c6-72a8-4015-bc14-119560e923268315
2025-12-25 20:50:22,4ea3e407-e891-47ed-8dc3-c2006a0eabf8,product_view,PROD010,Smartwatch,249.99,0.0,SESSION4ea3e407-e891-47ed-8dc3-c2006a0eabf88631
2025-12-25 20:50:22,2185e8d2-a088-4a37-a5f1-d8bdd35a5e97,add_to_cart,PROD005,Headphones,149.99,0.0,SESSION2185e8d2-a088-4a37-a5f1-d8bdd35a5e975298
2025-12-25 20:50:22,eb74e710-f288-455d-9365-2c336a457056,product_view,PROD002,Mouse,29.99,0.0,SESSIONeb74e710-f288-455d-9365-2c336a4570564272
2025-12-25 20:50:22,f784f523-03b1-4a60-a875-d140245ae94a,product_view,PROD009,Tablet,449.99,0.0,SESSIONf784f523-03b1-4a60-a875-d140245ae94a3523
2025-12-25 20:50:22,461eccbe-a9af-4e9e-962d-33094cba8def,product_view,PROD005,Headphones,149.99,0.0,SESSION461eccbe-a9af-4e9e-962d-33094cba8def8481
2025-12-25 20:50:22,4ea3e407-e891-47ed-8dc3-c2006a0eabf8,product_view,PROD008,Phone,699.99,0.0,SESSION4ea3e407-e891-47ed-8dc3-c2006a0eabf81477
2025-12-25 20:50:22,f86fee3c-8141-4e51-8a42-e1e75d7abf9c,remove_from_cart,PROD008,Phone,699.99,0.0,SESSIONf86fee3c-8141-4e51-8a42-e1e75d7abf9c2650
2025-12-25 20:50:22,461eccbe-a9af-4e9e-962d-33094cba8def,add_to_cart,PROD009,Tablet,449.99,0.0,SESSION461eccbe-a9af-4e9e-962d-33094cba8def6037
2025-12-25 20:50:22,c92f0f69-a6e4-4ec5-81ac-a6c5458cdf4d,product_view,PROD003,Keyboard,79.99,0.0,SESSIONc92f0f69-a6e4-4ec5-81ac-a6c5458cdf4d1394
2025-12-25 20:50:22,c0611689-eb41-48d6-9fcb-ca0656ff9313,product_view,PROD009,Tablet,449.99,0.0,SESSIONc0611689-eb41-48d6-9fcb-ca0656ff93134556
2025-12-25 20:50:22,d05d2065-a999-4625-9677-ec5800a817b5,purchase,PROD005,Headphones,149.99,149.99,SESSIONd05d2065-a999-4625-9677-ec5800a817b58826
2025-12-25 20:50:22,ef488b83-3824-415e-9679-ba70aaaa5aa3,product_view,PROD001,Laptop,999.99,0.0,SESSIONef488b83-3824-415e-9679-ba70aaaa5aa33480
2025-12-25 20:50:22,4b1e3564-2448-407e-8d97-315cba0c6beb,add_to_cart,PROD009,Tablet,449.99,0.0,SESSION4b1e3564-2448-407e-8d97-315cba0c6beb3968
2025-12-25 20:50:22,46de1882-9bf0-445c-a773-6c12eed3686d,product_view,PROD008,Phone,699.99,0.0,SESSION46de1882-9bf0-445c-a773-6c12eed3686d5797
2025-12-25 20:50:22,f784f523-03b1-4a60-a875-d140245ae94a,product_view,PROD002,Mouse,29.99,0.0,SESSIONf784f523-03b1-4a60-a875-d140245ae94a2830
2025-12-25 20:50:22,c0611689-eb41-48d6-9fcb-ca0656ff9313,product_view,PROD003,Keyboard,79.99,0.0,SESSIONc0611689-eb41-48d6-9fcb-ca0656ff93138838
2025-12-25 20:50:22,69d28141-3cee-44c9-b8a4-061dfd0ecc09,product_view,PROD003,Keyboard,79.99,0.0,SESSION69d28141-3cee-44c9-b8a4-061dfd0ecc091832
2025-12-25 20:50:22,1e33adc2-d02c-4b35-b529-4331b1af0645,product_view,PROD008,Phone,699.99,0.0,SESSION1e33adc2-d02c-4b35-b529-4331b1af06458972
2025-12-25 20:50:22,2185e8d2-a088-4a37-a5f1-d8bdd35a5e97,remove_from_cart,PROD002,Mouse,29.99,0.0,SESSION2185e8d2-a088-4a37-a5f1-d8bdd35a5e979599
2025-12-25 20:50:22,f86fee3c-8141-4e51-8a42-e1e75d7abf9c,remove_from_cart,PROD003,Keyboard,79.99,0.0,SESSIONf86fee3c-8141-4e51-8a42-e1e75d7abf9c6073
2025-12-25 20:50:22,f40015c6-72a8-4015-bc14-119560e92326,product_view,PROD001,Laptop,999.99,0.0,SESSIONf40015c6-72a8-4015-bc14-119560e923265365
2025-12-25 20:50:22,c92f0f69-a6e4-4ec5-81ac-a6c5458cdf4d,add_to_cart,PROD010,Smartwatch,249.99,0.0,SESSIONc92f0f69-a6e4-4ec5-81ac-a6c5458cdf4d6410
2025-12-25 20:50:22,55cb3b2e-407d-4fef-97a8-18d23aa13da5,purchase,PROD001,Laptop,999.99,999.99,SESSION55cb3b2e-407d-4fef-97a8-18d23aa13da53163
2025-12-25 20:50:22,46de1882-9bf0-445c-a773-6c12eed3686d,add_to_cart,PROD004,Monitor,299.99,0.0,SESSION46de1882-9bf0-445c-a773-6c12eed3686d4591
2025-12-25 20:50:22,06cfbffe-89ca-4184-ab41-413c01db7b8a,product_view,PROD009,Tablet,449.99,0.0,SESSION06cfbffe-89ca-4184-ab41-413c01db7b8a2426
2025-12-25 20:50:22,e5990560-193a-400f-8278-20be40e0ad97,add_to_cart,PROD004,Monitor,299.99,0.0,SESSIONe5990560-193a-400f-8278-20be40e0ad977496
2025-12-25 20:50:22,4b1e3564-2448-407e-8d97-315cba0c6beb,remove_from_cart,PROD009,Tablet,449.99,0.0,SESSION4b1e3564-2448-407e-8d97-315cba0c6beb7897
2025-12-25 20:50:22,2185e8d2-a088-4a37-a5f1-d8bdd35a5e97,product_view,PROD008,Phone,699.99,0.0,SESSION2185e8d2-a088-4a37-a5f1-d8bdd35a5e979627
2025-12-25 20:50:22,c0611689-eb41-48d6-9fcb-ca0656ff9313,add_to_cart,PROD008,Phone,699.99,0.0,SESSIONc0611689-eb41-48d6-9fcb-ca0656ff93134664
